measure,correet_label,predicted_label,message
TP,ham,ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
FP,ham,spam,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
TP,ham,ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
FN,spam,spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
TP,ham,ham,I've been trying to reach him without success
TP,ham,ham,when you and derek done with class?
TP,ham,ham,Never y lei... I v lazy... Got wat? Dat day Ã_ send me da url cant work one...
TP,ham,ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
TP,ham,ham,Hey mate. Spoke to the mag people. WeÂÃÃ·re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
TP,ham,ham,Hope you are having a good week. Just checking in
TP,ham,ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
TP,ham,ham,"\Hey! do u fancy meetin me at 4 at cha Ã¥Ã hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"""""
TP,ham,ham,Great. Have a safe trip. Dont panic surrender all.
TP,ham,ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""
TP,ham,ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
TP,ham,ham,Try to do something dear. You read something for exams
TP,ham,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
FP,ham,spam,Gettin rdy to ship comp
TP,ham,ham,I am in hospital da. . I will return home in evening
TP,ham,ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
TP,ham,ham,Think + da. You wil do.
TP,ham,ham,I'm awake oh. What's up.
TP,ham,ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
TP,ham,ham,How much u trying to get?
TP,ham,ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
TP,ham,ham,Tell me again what your address is
TP,ham,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
TP,ham,ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
TP,ham,ham,But you were together so you should be thinkin about him
TP,ham,ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
TP,ham,ham,At WHAT TIME should i come tomorrow
FN,spam,spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
FP,ham,spam,\CHA QUITEAMUZING THATÃ¥ÃSCOOL BABE
TP,ham,ham,Omg how did u know what I ate?
FN,spam,spam,"\URGENT! This is the 2nd attempt to contact U!U have WON Ã¥Â£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxÃ¥Â£7. 50\"""""
TP,ham,ham,:( but your not here....
TP,ham,ham,Not directly behind... Abt 4 rows behind Ã_...
FN,spam,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
FN,spam,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
FN,spam,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
TP,ham,ham,No plans yet. What are you doing ?
TP,ham,ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
TP,ham,ham,Not course. Only maths one day one chapter with in one month we can finish.
TP,ham,ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
FN,spam,spam,"For ur chance to win a Ã¥Â£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
TP,ham,ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
FN,spam,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
FN,spam,spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. Ã¥Â£1.50 increments. Help08718728876"
TP,ham,ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
TP,ham,ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
TP,ham,ham,Have you not finished work yet or something?
TP,ham,ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
FN,spam,spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Ã¥Â£1.50
TP,ham,ham,Right it wasnt you who phoned it was someone with a number like yours!
TP,ham,ham,It's ok i wun b angry. Msg u aft i come home tonight.
TP,ham,ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
TP,ham,ham,Yo sorry was in the shower sup
TP,ham,ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
TP,ham,ham,Full heat pa:-) i have applyed oil pa.
TP,ham,ham,I'm stuck in da middle of da row on da right hand side of da lt... 
FP,ham,spam,Have you laid your airtel line to rest?
TP,ham,ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
FN,spam,spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
TP,ham,ham,\Hey j! r u feeling any better
TP,ham,ham,And I don't plan on staying the night but I prolly won't be back til late
TP,ham,ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
TP,ham,ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
TP,ham,ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
TP,ham,ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
TP,ham,ham,We live in the next  &lt;#&gt; mins
TP,ham,ham,Y de asking like this.
TP,ham,ham,Just glad to be talking to you.
TP,ham,ham,Wat time Ã_ finish?
TP,ham,ham,Sorry da. I gone mad so many pending works what to do.
TP,ham,ham,How much you got for cleaning
TP,ham,ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
FN,spam,spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
TP,ham,ham,ÃÃ called dad oredi...
TP,ham,ham,Good. do you think you could send me some pix? I would love to see your top and bottom...
TP,ham,ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
TP,ham,ham,"Sorry, I'll call later In meeting."
TP,ham,ham,THIS IS A LONG FUCKIN SHOWR
FP,ham,spam,"Received, understood n acted upon!"
TP,ham,ham,They finally came to fix the ceiling.
TP,ham,ham,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""
TP,ham,ham,Jus finish blowing my hair. U finish dinner already?
TP,ham,ham,I'm on the bus. Love you
TP,ham,ham,Lol ... I knew that .... I saw him in the dollar store
FN,spam,spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed Ã¥Â£1000 cash or Ã¥Â£5000 prize!
FN,spam,spam,Todays Voda numbers ending with 7634 are selected to receive a Ã¥Â£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
TP,ham,ham,Only saturday and sunday holiday so its very difficult:)
TP,ham,ham,Everybody had fun this evening. Miss you.
TP,ham,ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
TP,ham,ham,"I'm in a meeting, call me later at"
TP,ham,ham,Oh wow thats gay. Will firmware update help
TP,ham,ham,These won't do. Have to move on to morphine
TP,ham,ham,How come i din c Ã_... Yup i cut my hair...
TP,ham,ham,K k pa Had your lunch aha.
TP,ham,ham,Oh ho. Is this the first time u use these type of words
TP,ham,ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
TP,ham,ham,Of course. I guess god's just got me on hold right now.
TP,ham,ham,Do you hide anythiing or keeping distance from me
TP,ham,ham,Havent.
FN,spam,spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
TP,ham,ham,Sorry i din lock my keypad.
TP,ham,ham,Did u got that persons story
TP,ham,ham,Are you planning to come chennai?
FN,spam,spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
TP,ham,ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
TP,ham,ham,We are okay. Going to sleep now. Later
TP,ham,ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
TP,ham,ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
FN,spam,spam,A Ã¥Â£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a Ã¥Â£400 reward. Just call 09066380611 
TP,ham,ham,Where r e meeting tmr?
TP,ham,ham,Lol yes. But it will add some spice to your day.
TP,ham,ham,Hope you are having a great day.
TP,ham,ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
TP,ham,ham,"K, I'll work something out"
FN,spam,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
TP,ham,ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
TP,ham,ham,I cant pick the phone right now. Pls send a message
TP,ham,ham,You call him and tell now infront of them. Call him now.
TP,ham,ham,Ok no prob...
TP,ham,ham,Ladies first and genus second k .
TP,ham,ham,No. Yes please. Been swimming?
TP,ham,ham,Mum not going robinson already.
TP,ham,ham,Ok set let u noe e details later...
TP,ham,ham,Not..tel software name..
TP,ham,ham,I send the print  outs da.
TP,ham,ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
TP,ham,ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
TP,ham,ham,"I didnt get ur full msg..sometext is missing, send it again"
TP,ham,ham,"Probably not, I'm almost out of gas and I get some cash tomorrow"
FN,spam,spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
TP,ham,ham,I forgot 2 ask Ã_ all smth.. There's a card on da present lei... How? ÃÃ all want 2 write smth or sign on it?
TP,ham,ham,I'm leaving my house now.
TN,spam,ham,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
TP,ham,ham,ÃÃ ready then call me...
FP,ham,spam,Wewa is 130. Iriver 255. All 128 mb.
TP,ham,ham,It is a good thing I'm now getting the connection to bw
TP,ham,ham,Sry da..jst nw only i came to home..
TP,ham,ham,"That's cool he'll be here all night, lemme know when you're around"
TP,ham,ham,Are you staying in town ?
TP,ham,ham,"Haha yeah, 2 oz is kind of a shitload"
TP,ham,ham,Ok u can take me shopping when u get paid =D
TP,ham,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
TP,ham,ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
TP,ham,ham,But pls dont play in others life.
TP,ham,ham,Eatin my lunch...
TP,ham,ham,Hmmm.but you should give it on one day..
TP,ham,ham,"Didn't try, g and I decided not to head out"
TP,ham,ham,Ok no prob
TP,ham,ham,Surly ill give it to you:-) while coming to review.
TP,ham,ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
TP,ham,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
TP,ham,ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
FN,spam,spam,"URGENT! Your Mobile No 07808726822 was awarded a Ã¥Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
TP,ham,ham,A guy who gets used but is too dumb to realize it.
TP,ham,ham,"Okey dokey, iÂÃÃ·ll be over in a bit just sorting some stuff out."
TP,ham,ham,Don no da:)whats you plan?
TP,ham,ham,Yes fine 
FN,spam,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
TP,ham,ham,I liked the new mobile
FP,ham,spam,Anytime...
TP,ham,ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
TP,ham,ham,Yar but they say got some error.
TP,ham,ham,Hey anyway i have to :-)
TP,ham,ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
TP,ham,ham,Wif my family booking tour package.
TP,ham,ham,"Did you say bold, then torch later. Or one torch and 2bold?"
TP,ham,ham,"Haha awesome, I might need to take you up on that, what you doin tonight?"
TP,ham,ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
TP,ham,ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
TP,ham,ham,Thats cool princess! I will cover your face in hot sticky cum :)
TP,ham,ham,Big brotherÂÃÃ·s really scraped the barrel with this shower of social misfits
TP,ham,ham,Oops i thk i dun haf enuff... I go check then tell Ã_..
TP,ham,ham,S:)8 min to go for lunch:)
TP,ham,ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
TP,ham,ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
TP,ham,ham,My uncles in Atlanta. Wish you guys a great semester.
TP,ham,ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
TP,ham,ham,Forgot to tell Ã_ smth.. Can Ã_ like number the sections so that it's clearer..
TP,ham,ham,"Yup. Anything lor, if u dun wan it's ok..."
TP,ham,ham,"I'm home, my love ... If your still awake ... *loving kiss*"
TP,ham,ham,HELLO PEACH! MY CAKE TASTS LUSH!
FN,spam,spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
TP,ham,ham,"There'll be a minor shindig at my place later tonight, you interested?"
TP,ham,ham,Jason says it's cool if we pick some up from his place in like an hour
FN,spam,spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
FP,ham,spam,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
TP,ham,ham,I've reached already.
TP,ham,ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .
FP,ham,spam,K:)eng rocking in ashes:)
TP,ham,ham,Wat time r Ã_ going to xin's hostel?
TP,ham,ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
FN,spam,spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
TP,ham,ham,Oh k:)after that placement there ah?
TP,ham,ham,"Not for possession, especially not first offense"
TP,ham,ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
TP,ham,ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
TP,ham,ham,We have pizza if u want
TP,ham,ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
TP,ham,ham,Many more happy returns of the day. I wish you happy birthday.
TP,ham,ham,Ya very nice. . .be ready on thursday
TP,ham,ham,I am in hospital da. . I will return home in evening
TP,ham,ham,"\Thinking of u ;) x\"""""
FN,spam,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
TP,ham,ham,Orh i tot u say she now still dun believe.
TP,ham,ham,"When you just put in the + sign, choose my number and the pin will show. Right?"
TP,ham,ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
TP,ham,ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
TP,ham,ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
FN,spam,spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
TP,ham,ham,Well boy am I glad G wasted all night at applebees for nothing
TN,spam,ham,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
TP,ham,ham,Ok lor... Or u wan me go look 4 u?
TP,ham,ham,U wan 2 haf lunch i'm in da canteen now.
TP,ham,ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
TP,ham,ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
FN,spam,spam,URGENT! Your Mobile number has been awarded with a Ã¥Â£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
FN,spam,spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 Ã¥Â£100 cash. Name the NEW US President? txt ans to 80082
TP,ham,ham,I'm home. Doc gave me pain meds says everything is fine.
TP,ham,ham,It's ÃÂ© only $140 ard...ÃÃ¤ rest all ard $180 at least...Which is ÃÂ© price 4 ÃÂ© 2 bedrm ($900)
TP,ham,ham,Me too! Have a lovely night xxx
TP,ham,ham,Prepare to be pleasured :)
FP,ham,spam,Hi.:)technical support.providing assistance to us customer through call and email:)
TP,ham,ham,if you text on your way to cup stop that should work. And that should be BUS
TP,ham,ham,Whens your radio show?
FN,spam,spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
TP,ham,ham,I'm not sure if its still available though
TP,ham,ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
TP,ham,ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
TP,ham,ham,Hi..i got the money da:)
TP,ham,ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
TP,ham,ham,Ok then u tell me wat time u coming later lor.
TP,ham,ham,U repeat e instructions again. Wat's e road name of ur house?
TP,ham,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
TP,ham,ham,Quite lor. But dun tell him wait he get complacent...
TP,ham,ham,Sorry completely forgot * will pop em round this week if your still here?
TP,ham,ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
TP,ham,ham,O we cant see if we can join denis and mina? Or does denis want alone time
TP,ham,ham,Sen told that he is going to join his uncle finance in cbe
TP,ham,ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
TP,ham,ham,"Call me, i am senthil from hsbc."
TP,ham,ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
TP,ham,ham,Indeed and by the way it was either or - not both !
FN,spam,spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or Ã¥Â£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
TP,ham,ham,Holy living christ what is taking you so long
TP,ham,ham,ÃÃ thk of wat to eat tonight.
TP,ham,ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
TP,ham,ham,We're on the opposite side from where we dropped you off
TP,ham,ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
TP,ham,ham,Send me your resume:-)
FP,ham,spam,Gd luck 4 ur exams :-)
TP,ham,ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
TP,ham,ham,Sorry that was my uncle. I.ll keep in touch
TP,ham,ham,Saw Guys and Dolls last night with Patrick Swayze it was great
FN,spam,spam,URGENT This is our 2nd attempt to contact U. Your Ã¥Â£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
FN,spam,spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
TP,ham,ham,Just come home. I don't want u to be miserable
TP,ham,ham,I dont know why she.s not getting your messages
TP,ham,ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
TP,ham,ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
TP,ham,ham,Reverse is cheating. That is not mathematics.
TP,ham,ham,How do you plan to manage that
TP,ham,ham,"Er, hello, things didnÂÃÃ·t quite go to plan ÂÃÃ is limping slowly home followed by aa and with exhaust hanging off"
TP,ham,ham,Sorry for the delay. Yes masters
TP,ham,ham,Call me when u finish then i come n pick u.
FN,spam,spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
TP,ham,ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
TP,ham,ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
TP,ham,ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
TP,ham,ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
TP,ham,ham,"fyi I'm at usf now, swing by the room whenever"
TP,ham,ham,i can call in  &lt;#&gt;  min if thats ok
TP,ham,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
TP,ham,ham,ÃÃ no home work to do meh... 
TP,ham,ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
TP,ham,ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
TP,ham,ham,How's ur paper?
TP,ham,ham,Got smaller capacity one? Quite ex...
FN,spam,spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
TP,ham,ham,Im good! I have been thinking about you...
FN,spam,spam,u r a winner U ave been specially selected 2 receive Ã¥Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
TP,ham,ham,:-) :-)
TP,ham,ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
TP,ham,ham,I am going to sleep. I am tired of travel.
TP,ham,ham,"Haha, just what I was thinkin"
TP,ham,ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
TP,ham,ham,Lol no. Just trying to make your day a little more interesting
TP,ham,ham,"How long before you get reply, just defer admission til next semester"
TP,ham,ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
TP,ham,ham,Po de :-):):-):-):-). No need job aha.
TP,ham,ham,Rats. Hey did u ever vote for the next themes?
FN,spam,spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY Ã¥Â£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
TP,ham,ham,I hope your pee burns tonite.
TP,ham,ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
TP,ham,ham,Yay can't wait to party together!
TP,ham,ham,....photoshop makes my computer shut down.
TP,ham,ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
TP,ham,ham,That's one of the issues but california is okay. No snow so its manageable
FN,spam,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
TP,ham,ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
TP,ham,ham,"Awesome, that gonna be soon or later tonight?"
TP,ham,ham,I need details about that online job.
FN,spam,spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a Ã¥Â£150 prize. To collect is easy. Just call 09061743386 
TP,ham,ham,Missing you too.pray inshah allah
TP,ham,ham,Pls help me tell Ashley that i cant find her number oh
TP,ham,ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
FP,ham,spam,S.this will increase the chance of winning.
TP,ham,ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
TP,ham,ham,Maybe you should find something else to do instead???
TP,ham,ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
TP,ham,ham,I liked your new house
TP,ham,ham,I'm fine. Hope you are also
TP,ham,ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
TP,ham,ham,Same to u...
TP,ham,ham,yes baby! I need to stretch open your pussy!
TP,ham,ham,Thanks  and ! Or bomb and date as my phone wanted to say! 
TP,ham,ham,Ok...
TP,ham,ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
TP,ham,ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"
FP,ham,spam,Nokia phone is lovly..
FN,spam,spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
FN,spam,spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
TP,ham,ham,Sorry da..today i wont come to play..i have driving clas..
TP,ham,ham,I'm really sorry I lit your hair on fire
TP,ham,ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
TP,ham,ham,Okey dokey swashbuckling stuff what oh.
TP,ham,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
